problem,agent,mean_final_regret,n_runs
easy,co_CO_full,85.20000000000012,1
easy,co_CO_full_QA,85.20000000000012,1
easy,kl_ucb,8.899999999999999,1
easy,ucb1,17.299999999999997,1
